OTUID,V92S41260,SSLF1563,SLS31664,SFR2044,V57VSLS520,VSLS52145,SSL2246,SL529,Soil72,SOIL72,SOIL82,S4WOOD,SOIL4,SOIL4FRASS,SOILA,SOILVELVET,SWOODSPIDER,V88soil,SLSU856,SLS4957
0abd710d0b9bb94aabe6c8cbadc14354,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0
9a578a31a61457c43c0b3e826ecafd34,0,0,0,0,0,0,0,0,0,0,0,203,0,0,0,0,21,0,0,0
752266e91f59d411f48f068a41515e51,0,0,0,0,0,0,0,0,0,0,0,30,0,248,0,0,0,0,0,0
824ff03f4ee3f7c7ac41089470408f3f,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0
b6534927255bcaeb92fbf42b73a97852,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0
8cfe21fbc5af80143d35ed423c808522,0,0,0,0,0,402,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eb6c06980f2f5c7eec4bcd65226674a3,0,0,0,0,0,0,878,0,0,0,0,0,0,0,0,0,0,0,0,0
56505a9d05229d1023157c2b3c528f07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b0ee65f1ecd074b95875e683f570dc88,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,16,0,0,0,0
372867d773f1c3d044d1c32e635e2cb3,0,0,0,0,0,0,0,0,0,0,0,589,0,0,0,0,0,0,0,0
1155073207d58fc86b704c49ff1c06c2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7b861a058c823594545ce165ba2d53f3,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0
bc355c83bdd930c15e4aa4487b187316,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26c1ae18b368cf3dbf376dde7ee029f3,0,0,0,0,0,0,0,0,0,0,0,341,0,0,0,0,0,0,0,0
