Feature ID,Kingdom,Phylum,Class,Order,Family,Genus,Species
67235cf0d21e362d0764ea6b298732ce,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Telmatospirillum,
9ae28187b10f0959a848699dc6fc6b08,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodoplanes,
0cd1359567e6f0a3f5cb46e9e0d892e6,Bacteria,Acidobacteria,DA052,Ellin6513,,,
a90c50c4209f20794dd3b7676cfe1e2f,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,,
15031d7a597c28cbe0e8c0eaf9fa9e17,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],auto67_4W,,
80e03dfcd9eab6ad9031a5d25ae9b06d,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Acidicapsa,borealis
f4f25a2b42c017f011c32c8e98fd253f,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,,
3bbecc0ddbda8f218a86b9bc757b5e43,Archaea,Euryarchaeota,Thermoplasmata,E2,[Methanomassiliicoccaceae],,
91c13f445b3f81924c66369b3a61689b,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodoplanes,
60decb4fe787d3183f4cbce1bd2094b9,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Rhodanobacter,
9a154f87338debd63b6fb32d9c256484,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,
2e0105f0b01c31ca02687dac44bedb19,Bacteria,Planctomycetes,Phycisphaerae,WD2101,,,
6ffdcb606193a6e68a957c8128203532,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,,
1a350f038cc442e2aa6bcb6a7488cd60,Bacteria,Firmicutes,Clostridia,Clostridiales,,,
2ab192c7af6bfe7735e4a273779d1bc9,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,,,
e915d90c7fecbad4046f8e4481544b73,Bacteria,Verrucomicrobia,[Methylacidiphilae],Methylacidiphilales,,,
f83f30f3b33a04d28b6b4d5c25f3dc3b,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,,
88c89811f89f2cf3e9c54e807176007a,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,ximonensis
faac30b6ea057d5ffc2f3904f4168548,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,,
01a451fcbd1ab24e49f49da00e5bf5e4,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,,
32b9e151506ecdf7e30d3690ee6ce6c5,Bacteria,Cyanobacteria,4C0d-2,MLE1-12,,,
81b72232cbfbf96f371305f0598a9cd5,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,,
ff716828aad78f7f9f77e4facc3d0558,Bacteria,Verrucomicrobia,[Methylacidiphilae],Methylacidiphilales,,,
1e1e353638088246e835a51b006accf3,Bacteria,Proteobacteria,Alphaproteobacteria,,,,
5c77869770f75ca389b4a4d35ee566de,Bacteria,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae,Candidatus Solibacter,
db9a2a4cbffb4729c51de47d5f848097,Bacteria,Verrucomicrobia,[Methylacidiphilae],Methylacidiphilales,,,
1c7bc7206fe7ca2a8ee966c7d67b4a71,Bacteria,Verrucomicrobia,[Methylacidiphilae],Methylacidiphilales,,,
4f37cb967276d9fee87a3bc0a9c56638,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,,
e3d1a54334bfd510b15845cca9d10934,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,,,
aab32c208eb13787c8b3c4309d668079,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,,
603ae80cf62c3546c08c04909b6a0101,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,,,
662a5bd0ceeb055e68dc4d1353ed7cd9,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,Nevskia,
5e0a5d1d674db3d12b7f47e16f6a16e7,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],auto67_4W,,
9adb312df9615d5d01067fad715c7a51,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,,,
d2c9968575f17e180a485272f18b0262,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Koribacteraceae,Candidatus Koribacter,
a19f455ab201fcf9de1a0a1dcf5cbef1,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,,
22ba1ab8b7775439599ccd74df7b7dd9,Bacteria,Acidobacteria,DA052,Ellin6513,,,
a2d506f3618577e384c6516baef4c137,Bacteria,Proteobacteria,Alphaproteobacteria,Ellin329,,,
c105ff4d453b3f93da3317435a3bceb4,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
aea15d51932c93161c5f9218be618ba4,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,,
d55bab2237a32cb7f35e3b07129dee2b,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,,,
8f670542600775d7217ad7cde74fa40b,Bacteria,Proteobacteria,Alphaproteobacteria,Ellin329,,,
b8f188caffc97f9b46f56f98ae46cb27,Bacteria,Elusimicrobia,Elusimicrobia,Elusimicrobiales,,,
486a620f331c4a211a32949433ef3bb3,Archaea,Euryarchaeota,Thermoplasmata,E2,[Methanomassiliicoccaceae],,
183588ccf516fddf184ce73b0b126325,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodoplanes,
16045f34c3eedab3a054d0409ee2cff3,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,,,
e7dc0c206943b5775ca5b900f92e9aa1,Bacteria,Planctomycetes,Phycisphaerae,WD2101,,,
23f445bfea4272d272563f5539d6a242,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,,,
d1f9fef11b2037cf31ab2abd9f1c44c0,Bacteria,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,Opitutus,
1bcb864b77b28b6393a48221a202db3b,Bacteria,Acidobacteria,Solibacteres,Solibacterales,,,
506c64a69c1691b93b24511659e3fcb9,Archaea,Euryarchaeota,Thermoplasmata,E2,[Methanomassiliicoccaceae],,
9287d29108454d8e12d8d3357e973494,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acidisoma,
b85acffac3ac7e83d4d1b9e24c58a9af,Bacteria,,,,,,
b5fedebc46d45d3e70dac341d8431653,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,,,
7db836e015a27aed7504087db93a6827,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,,,
5dee2733b9fcc00d43859bdca489f564,Bacteria,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae,Candidatus Solibacter,
58bbfc9e75497370af69dcea18ee2991,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,
fbac36136cca0d5d75224bafc715c862,Bacteria,Armatimonadetes,Armatimonadia,FW68,,,
b73327bcce40ab3d73063442f30cace5,Bacteria,Proteobacteria,Deltaproteobacteria,,,,
ba349e8f84864025c5872efdf76c45e0,Bacteria,Planctomycetes,Phycisphaerae,WD2101,,,
e30ed057007417b148e853f55a36ec24,Archaea,Euryarchaeota,Thermoplasmata,E2,[Methanomassiliicoccaceae],,
d6564bc88434eddef54d303e4ae29610,Bacteria,Armatimonadetes,[Fimbriimonadia],[Fimbriimonadales],[Fimbriimonadaceae],Fimbriimonas,
e6ecd9de0fc5859e9465afb9ec626648,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,,,
9be9391e03fa7c7bf2f07dec514f8a2f,Bacteria,WPS-2,,,,,
a5a3c680f25d42cf9efae25e4be80fb1,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,,
18663153443d7ab9e33ca1eab1ba9ba6,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],DA101,
de51edd667d639ad977b4b1c57eec86f,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,,,
619bca3089b34fa58001923ffbae77b3,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,,,
92df36d8db5b320e854cc2855a44a702,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,,,
e9135f29470c3421d6aaf09265a7e688,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,
6e627c1780d530990672b33477adbccd,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],,,
9d408fbff8ea875e72c9a4ce338ab2c9,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Koribacteraceae,Candidatus Koribacter,
47bbceaf80427d420762b0e7170a2067,Bacteria,Acidobacteria,DA052,Ellin6513,,,
494b6863fe9c11c80a53bbedb4b6ee97,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosovibrio,tenuis
d387aad3e982f7d97e3ff278c344df05,Bacteria,Proteobacteria,Deltaproteobacteria,Spirobacillales,,,
85f24a9bed2ee117860622ffd3e8a0a2,Bacteria,WPS-2,,,,,
ff709b320edefffa013079aadb4f736f,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,,,
37b18704943ae8d8350e5b90f0374579,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Rhabdochlamydiaceae,Candidatus Rhabdochlamydia,
8f79e67430e7d127a5bceb49e9d3b35a,Archaea,Euryarchaeota,Thermoplasmata,E2,[Methanomassiliicoccaceae],,
5c49bd07b6231260852e92457cb9ce9a,Bacteria,Verrucomicrobia,Opitutae,[Cerasicoccales],[Cerasicoccaceae],,
c1e854b8be643eec0297c8f4cf9b88ca,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,,
91a4288b08fe4f1982984969e6840edb,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,,,
931ccedfbc2c08afa85a9df1c8aed2a5,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Koribacteraceae,Candidatus Koribacter,
a6188d36f8897d061c04374eecde7454,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,,
52e856ec4520cc08667f65c92a847594,Bacteria,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae,Candidatus Solibacter,
e37054402296d169b3f816a4100fb895,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,,
7a3793a04c86358f0dd3baa2fa7815cf,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,,
92ab690456e2dbf34d328fc9a2cda356,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,,,
d107f262c747c9218412b600ef67f842,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylovirgula,ligni
81e1e19d2800470e1d7b98fa4e4aa52d,Bacteria,Proteobacteria,Alphaproteobacteria,Ellin329,,,
f9202f7eb16c71445758c71e87b61a62,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,,,
73817593fc1b3b6d7589ea489901066c,Bacteria,Verrucomicrobia,[Methylacidiphilae],Methylacidiphilales,LD19,,
f2263cdddd1ee3a89cabd6fb85d4bf40,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Koribacteraceae,,
a5e17ead889e4a9ea1aedd6fd20bf58f,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,,,
154050675fa5e14baf9f3311f82e7723,Archaea,Euryarchaeota,Thermoplasmata,E2,[Methanomassiliicoccaceae],,
ab167d64ad448eb64ca32d4e15967c5f,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,,
504d749f536f0169985fe986a24b1abf,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],,,
239f2097ce91bd6a6330ccc76aafa5e5,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,,
7f9f44afe7089508b28b34d9c7fc849c,Bacteria,Acidobacteria,Solibacteres,Solibacterales,,,
b6749b857b99437a67335991e3d5a790,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,,,
a7df5be20170c6cb6a2535c5ccc733a2,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,
ecf6d308f9cf5d8cfc4c7e664b60731a,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,,
674f4994628b1e033137fb15c6b481c3,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylocystaceae,,
67e86751c21271935261a4857698c492,Bacteria,Proteobacteria,Alphaproteobacteria,Ellin329,,,
27d150f4339fb540930b318d1586abf0,Bacteria,WPS-2,,,,,
2025a6bf8122271a4812665d0e990a96,Bacteria,Acidobacteria,Solibacteres,Solibacterales,,,
d79dc4ada3b2b727ffe55b3914f6c785,Bacteria,Acidobacteria,Solibacteres,Solibacterales,,,
17798a2e80ddeb88ae523b37e8968632,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,,,
1d12a11254870e6d644fdfaec8c25e0f,Bacteria,Planctomycetes,Phycisphaerae,WD2101,,,
a4c5b48f58531844628b94210c5ff8e9,Archaea,Euryarchaeota,Thermoplasmata,E2,[Methanomassiliicoccaceae],,
7078a7db1a2f2fc95225401e98b24782,Archaea,Euryarchaeota,Thermoplasmata,E2,[Methanomassiliicoccaceae],,
584fe7f343bd7140d3663e4ec039817d,Bacteria,WPS-2,,,,,
2f0f6a3bb589810bd85cf460628ac539,Bacteria,Acidobacteria,DA052,Ellin6513,,,
ea146d9286dcf223d085618008aef060,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Isosphaeraceae,,
67e3f4552918132cd03248f1f4b59070,Bacteria,Tenericutes,Mollicutes,Acholeplasmatales,Acholeplasmataceae,Acholeplasma,
3675727bd7cfb663672a56d59f8d0fc1,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Koribacteraceae,,
58dbac00cf53a9a245eef0aa8b0cf469,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,,
40ba612b82acdf910a8dd4397e5098c4,Bacteria,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,,
d97a81adacebdfab19f28f94b89f3fae,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,,,
9a0e1113588542ae696faad6bf29360a,Bacteria,Proteobacteria,Alphaproteobacteria,Ellin329,,,
7497a24ecf40f35b772609a4e1a69b31,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,,,
4e907b84466010a731299910625997b1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,,
3de6f6702445e6c425b8930032e2bd1d,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,,
29dfed1f4e715cbb9d9a50c3b8ad6cf3,Bacteria,Elusimicrobia,Elusimicrobia,Elusimicrobiales,,,
bd55c9563b2f44db059ae583e529baed,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,,,
7367d45389b9a8e51b3f6a4228487c24,Bacteria,Proteobacteria,Alphaproteobacteria,,,,
a99cf549ef8ca2edb571917a20ab25c2,Bacteria,WPS-2,,,,,
357dda553cd565ca2628d521dabfe1d4,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],Chthoniobacter,
bbaa2c1a1c9f5924ca0e0379368b096b,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,,,
1f29d117b30619f272249bfddbde34ad,Bacteria,Proteobacteria,Alphaproteobacteria,Ellin329,,,
8a7a05adaf631f04d54fc9bff87f3e2f,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,,
be9b3abd40ae8a90a92caa768186435c,Bacteria,Acidobacteria,Solibacteres,Solibacterales,,,
51faa90417bdf31ab7762998e027e04a,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,,
fa3e362f9fa6fec1680af5b8854bd373,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Rhodanobacter,
bf4d4fad0338621b47af1cc245fa7f32,Bacteria,Cyanobacteria,4C0d-2,MLE1-12,,,
266ad40865d55ad3dfe906a9d92509be,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodoplanes,
d6db0658b9ad7bf10dd958d877cc5883,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,,
fd22e502245fd1f0d7fa1ca37db9ee9a,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,,,
eb75352d2f0baf4bddc6e114d2786d8a,Bacteria,Proteobacteria,Deltaproteobacteria,MIZ46,,,
6d3d034fd297a53f0b2b60b4d1627205,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Koribacteraceae,,
f5fcd4f5cca5e9d62a9af81bbf56972f,Bacteria,Acidobacteria,Solibacteres,Solibacterales,,,
66888b7090cd94d8fdf1a4e6fe2c322d,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Koribacteraceae,Candidatus Koribacter,
438552b461821e60d26aca988bb7b0b2,Bacteria,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,,
756f4ef9eb890c915eac1be7194de7ab,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,,
ab4c5d5363e1ac96f386c9895d25a066,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,,
82dd72a7f0dc705976624b36302ba38d,Bacteria,Verrucomicrobia,[Methylacidiphilae],Methylacidiphilales,,,
d37391f69ca00f84473664c6500193c2,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Koribacteraceae,,
fe67000729a6e29343edaff289a71576,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,,,
bc45239004e4d9fd3c338ced84632876,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,,
b9fe0e43904bdd688294bfcbdf010428,Bacteria,Proteobacteria,Alphaproteobacteria,Ellin329,,,
474f4d29c1d8938965e13d6e2e583cfe,Bacteria,Planctomycetes,Phycisphaerae,WD2101,,,
2d611bcbb9b52ad6a369296cfe030f19,Bacteria,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,Opitutus,
3c990b3c0cfd35f84b74da6fb1f85746,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,,
209c6dfd2edca2412e366129af095bf4,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Candidatus Azobacteroides,
2cba374771314d24f30ec7cba8f4994f,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],auto67_4W,,
a7a76f471efef87af93c4980f72303d1,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],Candidatus Xiphinematobacter,
770e484a72beed64cc8df7ac72d96546,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,,,
adcf200f7d76b19378a21f4c87ebac29,Bacteria,Cyanobacteria,4C0d-2,MLE1-12,,,
d008fc6d82810f7ade640ec3ac74bca6,Bacteria,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,Opitutus,
6d9b31786764ba8beb8235d1ea1fd029,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,,,
1332886dabb2f3cdd78c862cc955595a,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,,
b0062ec59818ab1c07f82b435375dd4d,Archaea,Euryarchaeota,Thermoplasmata,E2,[Methanomassiliicoccaceae],,
3ef1504389b32d45e2750bb87b16deeb,Archaea,[Parvarchaeota],[Micrarchaea],[Micrarchaeles],,,
911087657502dd7e5599757565bf061d,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,indistinctus
073452bc4e8afbd76810bbda4c4782c6,Bacteria,Proteobacteria,Alphaproteobacteria,,,,
291b3e7c4606a737688d1b07d7c533c9,Bacteria,TM6,SJA-4,,,,
dd3d8e3104bc7a30b2ddc0270f179386,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinosynnemataceae,Kibdelosporangium,
e62a1bb2102da06cd17f0a4b0f18ae87,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,,
7cc19160ffa55d19a806a5214ed92c1a,Bacteria,Acidobacteria,Solibacteres,Solibacterales,,,
e362e957a4abfcf37385ab6f663c9304,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,,,
3686b4017112d2ff0fe7f4754268f845,Bacteria,Proteobacteria,Alphaproteobacteria,Ellin329,,,
29bea70e11d05f4543b38e3555daf765,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Koribacteraceae,Candidatus Koribacter,
6ecc80642cb8797885d5159effc641a9,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,,
26657a340b94ab721fe11d62888c6360,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,,
a6fd3bed8dc752125c30212912e16806,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,,
aca055b026014ec9fad2e94452f408ba,Bacteria,,,,,,
c3b243e275889f870bccb9ce1e45d9f5,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,,
fc6480eb44e1545298817a9f25c8b9c0,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,,,
06ec6104cf78fce2022f7613655eb083,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,,
d99509d11f2180e937ae19aace161071,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanimicrococcus,blatticola
af2646e3d95cb359cb5997ff340fbafe,Bacteria,Firmicutes,Clostridia,Clostridiales,[Mogibacteriaceae],,
3d700614eba053456ce3667e8f01872d,Bacteria,Acidobacteria,Solibacteres,Solibacterales,,,
9206ddc259d11abbac1236674a9733f3,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,,
7d230b02515fd92fa4059d3d2e945db1,Bacteria,Lentisphaerae,[Lentisphaeria],Victivallales,Victivallaceae,,
8bb8cf0aae12094e3a272008538dfc77,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],auto67_4W,,
41d1adbbc48e44c4c7a9843e7b7ae719,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,
6c5252b14fa638a133044e059a0f6aa4,Bacteria,OP3,koll11,GIF10,kpj58rc,,
dbf37df64e9d08d13ff5401a62e35b72,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,,
4c6ae77d622239a65b07652929ffd242,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,,
b6a7871f8041e7014af14042d0081b8c,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,,,
5cf8b4c78052a744153d0a89a45fe3fa,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,,
05f5ca00335471f613eec85c3d10f30a,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,
0aaaf1d9aa79172550cd60958d7ebbfb,Bacteria,Verrucomicrobia,[Methylacidiphilae],Methylacidiphilales,,,
becc14c0fb4740f3d8c5c0343717fa2b,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,
20a6661a58dd4210f8727e6d2e671572,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,,
6315730b8850448ab930d3cefee404bf,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanocorpusculaceae,,
0e273145006d56dd9a45e2dfa3746e53,Bacteria,Verrucomicrobia,[Methylacidiphilae],Methylacidiphilales,,,
d33187a48846f61f285ae53f3783acc0,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,
2f7faee5bd5dd6c00d8ba234f9097a44,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,,,
e1ee42b2dc098593b12784c17f4605d8,Bacteria,Verrucomicrobia,[Methylacidiphilae],Methylacidiphilales,,,
06e6babbf2579e2112c1312eb7c0227c,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,,
ff6551cede60c5d0ba47160b4fe561ed,Bacteria,Firmicutes,Clostridia,Clostridiales,,,
9f6cf5f63fda470fd0925e3ae3cbcab7,Bacteria,OP3,koll11,GIF10,kpj58rc,,
866de952ec608da3c895c07d92f7c918,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,,
dea4b49cb99207693a09b1a04b5cf807,Bacteria,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,Opitutus,
c62047df5450c533dbdb847c44304acc,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,celatum
2dce40d2f1a8fa0f89cb7ca64a1abf40,Bacteria,Acidobacteria,Solibacteres,Solibacterales,,,
82f48e7cca2126476c2c3c42ea1970b9,Bacteria,Planctomycetes,vadinHA49,DH61,,,
217785a3a207c75a33707c634dc084d1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylocystaceae,,
96d73c2155739a840a7249b414ce6b1f,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Candidatus Azobacteroides,
42e8fe40884232f53a1cee611936d9fc,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
b3d9d433c69f79973c380c6fda23393a,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,,
21f94e5e397495e999f56d8c137581b0,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],auto67_4W,,
272c939ba3d7b7e9a12d8665fc52341a,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,,
c2f0981d4b144e64f854b36e1a56037d,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,,
8fa6f2893d62cd1a158b6a1391c94c0a,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,,
684a0b62e1596bd06544406f2add76a9,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodoplanes,
04c13f153c584502cfd20adba3b102ab,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],,
bd8e64c4c1b1eeb492c6938cd31dc038,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylocystaceae,,
a57b82020ae85deaeab403d7be856aeb,Archaea,Euryarchaeota,Thermoplasmata,E2,[Methanomassiliicoccaceae],,
0141535f74f92ddec614c66f6badce65,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,,
